"","id","choice","available.Cycle","available.Walk","available.HSR","available.Car","time.Cycle","time.Walk","time.HSR","time.Car","access.Cycle","access.Walk","access.HSR","access.Car","wait.Cycle","wait.Walk","wait.HSR","wait.Car","transfer.Cycle","transfer.Walk","transfer.HSR","transfer.Car","parking","vehind","gender","age","shared","family","child","street_density","sidewalk_density","LAT","LONG","PersonalVehComf_SD","PersonalVehComf_D","PersonalVehComf_A","PersonalVehComf_SA","Fun_SD","Fun_D","Fun_A","Fun_SA","ActiveNeigh_SD","ActiveNeigh_D","ActiveNeigh_A","ActiveNeigh_SA","UsefulTrans_SD","UsefulTrans_D","UsefulTrans_A","UsefulTrans_SA","BusComf_SD","BusComf_D","BusComf_A","BusComf_SA","TravelAlone_SD","TravelAlone_D","TravelAlone_A","TravelAlone_SA","Shelters_SD","Shelters_D","Shelters_A","Shelters_SA","Community_SD","Community_D","Community_A","Community_SA","personal_veh_comfortable","getting_there_fun","like_active_neighborhood","commute_useful_transition","buses_comfortable","prefer_travel_alone","shelter_good_quality","sense_community","numna"
"672",568651751,"Walk","No","Yes","Yes","No",NA,15,4,NA,0,0,18.63,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",19,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.257586,-79.925898,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"A","N","A","N","N","D","D","N",2
"673",568652026,"Walk","No","Yes","Yes","No",NA,15,5,NA,0,0,6.21,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"N","N","D","N","N","D","A","D",2
"674",568658185,"Walk","No","Yes","Yes","No",NA,10,5,NA,0,0,62.11,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A","D","A","N","N","N","D","N",2
"675",568658753,"Walk","Yes","Yes","Yes","Yes",4.371118065,15,8,5,0,0,15.99,0,0,0,10.23,0,0,0,0,0,"No","Yes","Man",21,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"A","N","N","A","A","D","N","N",4
"676",568658790,"HSR","No","Yes","Yes","No",NA,21.31438721,5,NA,0,0,1,0,0,0,3,0,0,0,0,0,"No","No","Man",19,"No","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"A","D","A","A","A","N","D","A",2
"677",568658948,"Walk","Yes","Yes","Yes","No",4.371118065,15,10,NA,0,0,53.29,0,0,0,10.23,0,0,0,0,0,"No","No","Man",22,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.252835,-79.929086,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"A","A","N","A","A","A","D","N",3
"678",568659383,"Walk","No","Yes","Yes","No",NA,10,5,NA,0,0,6.21,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",15.73366442,35.69782751,43.258146,-79.910796,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"A","D","A","A","A","D","N","A",2
"679",568659766,"Walk","No","Yes","Yes","No",NA,20,5,NA,0,0,10.66,0,0,0,10.23,0,0,0,0,0,"No","No","Man",21,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","D","D","N","A","N","A","N",2
"680",568660377,"HSR","No","Yes","Yes","No",NA,28.77442274,10,NA,0,0,6,0,0,0,10,0,0,0,0,0,"No","No","Man",20,"Living in Shared Accommodations","No","No",4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"A","N","SD","A","A","N","A","D",2
"681",568660984,"Walk","No","Yes","Yes","No",NA,15,2,NA,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.257621,-79.924838,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"SA","A","N","N","A","A","A","A",2
"682",568661557,"Walk","No","Yes","Yes","No",NA,5,2,NA,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"No","No","No",3.60991605,5.049635391,43.262139,-79.912129,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"A","N","A","D","D","A","D","D",2
"683",568664843,"Car","No","No","Yes","Yes",NA,NA,60,10,0,0,12.42,0,0,0,10.23,0,0,0,2,0,"No","No","Woman",21,"No","Living with Family","Yes",10.70462015,16.7515059,43.23363,-79.924472,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"A","D","A","D","A","N","D","D",2
"684",568670268,"Walk","No","Yes","Yes","No",NA,15,5,NA,0,0,3.2,0,0,0,10.23,0,0,0,0,0,"No","No","Man",19,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"A","N","N","A","A","D","A","D",2
"685",568677591,"Walk","No","Yes","Yes","No",NA,15,5,NA,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"A","D","D","N","D","A","N","D",2
"686",568679910,"Car","No","No","Yes","Yes",NA,NA,25,14,0,0,37.27,0,0,0,10.23,0,0,0,2,0,"Yes","Yes","Woman",26,"No","Living with Family","No",14.81858426,17.40413146,43.207969,-80.002292,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"SA","D","D","A","N","A","N","SA",2
"687",568680413,"Walk","No","Yes","Yes","No",NA,10,2,NA,0,0,21.31,0,0,0,10.23,0,0,0,0,0,"No","No","Man",21,"Living in Shared Accommodations","No","No",15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"A","A","D","N","N","D","D","A",2
"688",568681701,"Car","No","No","Yes","Yes",NA,NA,35,40,0,0,12.42,0,0,0,10.23,0,0,0,1,0,"Yes","Yes","Woman",21,"No","Living with Family","Yes",15.53859873,35.44062806,43.228076,-79.838986,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"A","A","A","D","A","A","N","D",2
"689",568682396,"Walk","Yes","Yes","Yes","No",5.82815742,20,5,NA,0,0,4.97,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"A","A","D","A","A","N","A","A",3
"690",568682458,"HSR","Yes","Yes","Yes","No",12.42236025,42.62877442,20,NA,0,0,2,0,0,0,4,0,0,0,0,0,"No","No","Man",28,"Living in Shared Accommodations","No","No",13.55660792,8.22849688,43.25222,-79.93953,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"A","D","D","N","A","A","A","D",3
"691",568682545,"Car","No","No","Yes","Yes",NA,NA,70,40,0,0,62.11,0,0,0,10.23,0,0,0,1,0,"Yes","Yes","Woman",20,"No","Living with Family","Yes",14.80460449,26.31658562,43.206157,-79.869376,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"SA","D","D","N","N","D","A","A",2
"692",568684244,"Car","Yes","Yes","Yes","Yes",9.316770186,31.97158082,15,5,0,0,53.29,0,0,0,10.23,0,0,0,0,0,"No","No","Man",22,"No","No","No",16.89299041,29.38591834,43.265704,-79.950658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A","N","N","N","D","N","N","A",4
"693",568685146,"Walk","Yes","Yes","Yes","Yes",2.91407871,10,2,2,0,0,2.48,0,0,0,10.23,0,0,0,0,0,"No","Yes","Woman",21,"Living in Shared Accommodations","No","No",15.73366442,35.69782751,43.261956,-79.909065,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N","A","A","A","N","A","N","N",4
"694",568686615,"HSR","No","Yes","Yes","Yes",NA,23.44582593,10,7,0,0,7,0,0,0,5,0,0,0,0,0,"No","Yes","Man",26,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.252835,-79.929086,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","N","N","D","A","D","A","N",3
"695",568686765,"Walk","No","Yes","Yes","No",NA,15,3,NA,0,0,6.21,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"SA","D","N","A","D","D","D","D",2
"696",568686964,"Walk","Yes","Yes","Yes","Yes",6.410973162,22,15,15,0,0,10.66,0,0,0,10.23,0,0,0,0,0,"No","No","Man",38,"No","No","No",19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"A","A","D","SA","N","A","A","A",4
"697",568689183,"HSR","No","No","Yes","Yes",NA,NA,20,10,0,0,5,0,0,0,5,0,0,0,0,0,"Yes","No","Woman",20,"No","Living with Family","Yes",12.47405752,19.69012189,43.259002,-79.877318,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","D","N","A","A","N","A","N",2
"698",568690187,"Car","Yes","Yes","Yes","Yes",9.00621118,30.90586146,10,5,0,0,30.91,0,0,0,10.23,0,0,0,0,0,"No","Yes","Man",27,"No","No","No",13.55660792,8.22849688,43.25222,-79.93953,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"SA","SA","A","A","A","A","A","N",4
"699",568690306,"Car","No","No","Yes","Yes",NA,NA,32,17,0,0,18.63,0,0,0,10.23,0,0,0,1,0,"No","Yes","Woman",22,"No","Living with Family","Yes",16.63451615,29.06088207,43.231306,-79.901681,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"A","N","A","N","A","D","N","A",2
"700",568691644,"HSR","Yes","Yes","Yes","No",3.105590062,10.65719361,5,NA,0,0,1,0,0,0,5,0,0,0,0,0,"No","No","Man",23,"Living in Shared Accommodations","No","No",16.50261063,31.43903392,43.253314,-79.921587,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"A","N","A","D","D","D","D","A",3
"701",568692019,"Walk","No","Yes","Yes","No",NA,10,5,NA,0,0,21.31,0,0,0,10.23,0,0,0,0,0,"No","No","Man",20,"Living in Shared Accommodations","No","No",15.73366442,35.69782751,43.260301,-79.910886,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","N","A","N","D","N","A","N",2
"702",568692671,"HSR","Yes","Yes","Yes","Yes",9.00621118,30.90586146,10,10,0,0,1,0,0,0,15,0,0,0,0,0,"No","Yes","Man",36,"No","No","No",4.643304097,6.352265804,43.250191,-79.941057,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"SA","N","A","A","A","A","N","N",4
"703",568692713,"HSR","No","Yes","Yes","No",NA,43.47826087,15,NA,0,0,4,0,0,0,7,0,0,0,0,0,"No","No","Woman",20,"No","No","No",16.89299041,29.38591834,43.265704,-79.950658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"A","A","N","SA","A","A","A","SA",2
"704",568693581,"HSR","No","No","Yes","Yes",NA,NA,40,20,0,0,3,0,0,0,2,0,0,0,2,0,"No","No","Man",32,"No","Living with Family","Yes",9.738517192,17.92336751,43.221381,-79.851955,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","A","D","D","D","N","N","N",2
"705",568694497,"HSR","No","No","Yes","Yes",NA,NA,10,5,0,0,5,0,0,0,5,0,0,0,0,0,"No","No","Woman",32,"No","No","No",8.152241742,1.236026701,43.259402,-79.94756,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"A","N","D","A","A","D","A","A",2
"706",568696247,"Walk","Yes","Yes","Yes","No",3.496894452,12,5,NA,0,0,15.99,0,0,0,10.23,0,0,0,0,0,"No","No","Man",21,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","N","N","N","A","D","A","N",3
"707",568697878,"Walk","No","Yes","Yes","No",NA,10,5,NA,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",22,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"N","D","D","D","D","D","N","A",2
"708",568698300,"HSR","No","Yes","Yes","No",NA,15.98579041,12,NA,0,0,2,0,0,0,1,0,0,0,0,0,"No","No","Man",20,"Living in Shared Accommodations","No","No",16.50261063,31.43903392,43.253314,-79.921587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"SA","N","A","A","SA","N","A","D",2
"709",568698591,"Walk","No","Yes","Yes","No",NA,15,10,NA,0,0,6.21,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"A","N","N","N","SD","A","SD","SD",2
"710",568698852,"Cycle","Yes","No","Yes","Yes",20,NA,21,7,0,0,18.14,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",25,"No","No","No",16.41516917,27.51760174,43.251958,-79.88447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"A","N","N","SA","N","N","A","A",3
"711",568699501,"Car","No","No","Yes","Yes",NA,NA,45,20,0,0,10.66,0,0,0,10.23,0,0,0,2,0,"Yes","No","Man",20,"No","Living with Family","Yes",14.81858426,17.40413146,43.206669,-79.994993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"A","N","N","N","D","A","D","A",2
"712",568699502,"Walk","Yes","Yes","Yes","Yes",2.91407871,10,5,2,0,0,21.31,0,0,0,10.23,0,0,0,0,0,"No","Yes","Man",23,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"A","A","A","A","N","A","D","D",4
"713",568700124,"Walk","No","Yes","Yes","Yes",NA,20,5,5,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","Yes","Woman",21,"Living in Shared Accommodations","No","No",11.88381306,18.5668136,43.257705,-79.9222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"SA","N","A","SA","A","N","SA","D",3
"714",568700711,"HSR","No","No","Yes","Yes",NA,NA,12,10,0,0,5,0,0,0,30,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",10.05574231,24.55266414,43.252061,-79.934889,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A","A","D","N","D","N","D","N",2
"715",568701126,"Walk","No","Yes","Yes","No",NA,20,5,NA,0,0,23.45,0,0,0,10.23,0,0,0,0,0,"No","No","Man",19,"Living in Shared Accommodations","No","No",4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"A","SA","N","D","N","A","SA","N",2
"716",568702058,"Walk","Yes","Yes","Yes","No",5.82815742,20,5,NA,0,0,0.62,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",22,"Living in Shared Accommodations","No","No",16.50261063,31.43903392,43.252363,-79.922035,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"N","A","D","SD","N","N","D","D",3
"717",568702571,"Walk","Yes","Yes","Yes","No",7.285196774,25,5,NA,0,0,7.45,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",23,"Living in Shared Accommodations","No","No",14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"A","N","D","N","A","N","A","A",3
"718",568702852,"Walk","No","Yes","Yes","No",NA,15,5,NA,0,0,6.21,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",17.71570322,30.38207455,43.257576,-79.918433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"A","D","N","N","N","N","A","D",2
"719",568702911,"Car","No","No","Yes","Yes",NA,NA,25,10,0,0,15.99,0,0,0,10.23,0,0,0,0,0,"No","No","Man",22,"No","No","No",14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"A","SD","N","D","D","SA","D","D",2
"720",568706314,"HSR","No","No","Yes","Yes",NA,NA,70,15,0,0,10,0,0,0,20,0,0,0,2,0,"No","No","Man",20,"No","Living with Family","No",7.946401458,15.96817341,43.222904,-79.923644,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"A","D","A","D","D","N","D","A",2
"721",568712858,"Car","No","No","Yes","Yes",NA,NA,45,30,0,0,6.21,0,0,0,10.23,0,0,0,1,0,"Yes","No","Woman",19,"No","Living with Family","Yes",15.24131567,31.13693963,43.216745,-79.833134,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"A","A","A","D","D","A","D","N",2
"722",568714476,"Walk","No","Yes","Yes","No",NA,7,5,NA,0,0,18.63,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",22,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,"A","A","A","N","A","A","D","SA",2
"723",568714908,"Walk","No","Yes","Yes","No",NA,8,1.5,NA,0,0,3.11,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",14.30782564,37.4575743,43.255678,-79.923098,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SA","A","N","SA","A","N","N","N",2
"724",568716354,"Car","No","No","Yes","Yes",NA,NA,30,25,0,0,6.21,0,0,0,10.23,0,0,0,1,0,"No","No","Woman",36,"No","Living with Family","Yes",16.91204413,30.56501574,43.247742,-79.839943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"A","N","N","A","N","D","A","A",2
"725",568718204,"Walk","No","Yes","Yes","Yes",NA,10,2,1,0,0,12.42,0,0,0,10.23,0,0,0,0,0,"No","Yes","Woman",21,"Living in Shared Accommodations","No","No",15.73366442,35.69782751,43.260301,-79.910886,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"A","A","A","SD","N","A","D","A",3
"726",568719022,"Walk","Yes","Yes","Yes","No",2.331262968,8,2,NA,0,0,1.07,0,0,0,10.23,0,0,0,0,0,"No","No","Man",21,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"A","A","SA","D","A","N","D","D",3
"727",568719262,"Walk","Yes","Yes","Yes","Yes",2.91407871,10,5,5,0,0,10.66,0,0,0,10.23,0,0,0,0,0,"No","Yes","Man",27,"Living in Shared Accommodations","No","No",11.88381306,18.5668136,43.257705,-79.9222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"N","N","A","N","A","A","N","N",4
"728",568723058,"Walk","No","Yes","Yes","Yes",NA,18,8,6,0,0,18.63,0,0,0,10.23,0,0,0,1,0,"No","Yes","Woman",20,"Living in Shared Accommodations","No","No",11.88381306,18.5668136,43.257934,-79.914077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"SA","N","N","N","N","SA","N","D",3
"729",568724152,"HSR","No","Yes","Yes","No",NA,13.66459627,13,NA,0,0,4,0,0,0,10,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",17.71570322,30.38207455,43.253539,-79.917801,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"SA","SD","D","SD","A","N","A","N",2
"730",568724219,"HSR","No","No","Yes","Yes",NA,NA,10,10,0,0,15,0,0,0,30,0,0,0,0,0,"No","No","Woman",19,"No","Living with Family","Yes",3.446956266,2.477476719,43.217958,-79.940648,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"D","D","SA","N","D","D","D","A",2
"731",568726789,"Car","No","No","Yes","Yes",NA,NA,36,25,0,0,5.09,0,0,0,10.23,0,0,0,1,0,"No","Yes","Woman",47,"No","No","No",17.97064958,21.49531651,43.199241,-79.840579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"SA","N","N","N","N","D","N","N",2
"732",568727347,"Walk","Yes","Yes","Yes","No",2.039855097,7,1,NA,0,0,2.48,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",3.60991605,5.049635391,43.262084,-79.91112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"A","N","N","A","N","A","N","N",3
"733",568727885,"Walk","Yes","Yes","No","Yes",2.91407871,10,NA,10,0,0,0,0,0,0,10.23,0,0,0,1e+05,0,"No","No","Man",26,"Living in Shared Accommodations","No","No",17.71570322,30.38207455,43.254489,-79.916331,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A","SD","N","D","N","D","N","N",3
"734",568729285,"HSR","No","No","Yes","Yes",NA,NA,40,20,0,0,3,0,0,0,0,0,0,0,0,0,"No","No","Man",18,"No","Living with Family","Yes",13.61022296,28.61524387,43.231707,-79.807699,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SA","D","SD","D","D","N","N","A",2
"735",568730114,"HSR","No","No","Yes","Yes",NA,NA,15,8,0,0,3,0,0,0,5,0,0,0,0,0,"No","No","Man",26,"Living in Shared Accommodations","No","No",14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"A","N","N","A","A","SD","SA","N",2
"736",568732110,"Car","No","No","Yes","Yes",NA,NA,120,45,0,0,37.27,0,0,0,10.23,0,0,0,2,0,"No","Yes","Woman",20,"No","Living with Family","Yes",10.70462015,16.7515059,43.23363,-79.924472,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"SA","SD","SA","SD","SD","SD","D","SA",2
"737",568733117,"HSR","Yes","Yes","Yes","No",6.832298137,27.32919255,10,NA,0,0,5,0,0,0,40,0,0,0,0,0,"No","No","Woman",21,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.252835,-79.929086,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A","N","SA","SD","SD","D","N","N",3
"738",568735685,"Walk","No","Yes","Yes","No",NA,10,5,NA,0,0,0,0,0,0,10.23,0,0,0,0,0,"No","No","Woman",20,"Living in Shared Accommodations","No","No",19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"SA","N","SA","N","A","D","A","N",2
"739",568736761,"Walk","No","Yes","No","Yes",NA,10,NA,5,0,0,0,0,0,0,10.23,0,0,0,1e+05,0,"No","Yes","Man",21,"Living in Shared Accommodations","No","No",10.18232626,19.88144051,43.257621,-79.924838,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"D","SD","SA","SD","SD","A","A","D",2
