X1,id,available_Cycle,available_Walk,available_HSR,available_Car,time_Cycle,time_Walk,time_HSR,time_Car,access_Cycle,access_Walk,access_HSR,access_Car,wait_Cycle,wait_Walk,wait_HSR,wait_Car,transfer_Cycle,transfer_Walk,transfer_HSR,transfer_Car,parking,vehind,gender,age,shared,family,child,street_density,sidewalk_density,LAT,LONG,PersonalVehComf_SD,PersonalVehComf_D,PersonalVehComf_A,PersonalVehComf_SA,Fun_SD,Fun_D,Fun_A,Fun_SA,ActiveNeigh_SD,ActiveNeigh_D,ActiveNeigh_A,ActiveNeigh_SA,UsefulTrans_SD,UsefulTrans_D,UsefulTrans_A,UsefulTrans_SA,BusComf_SD,BusComf_D,BusComf_A,BusComf_SA,TravelAlone_SD,TravelAlone_D,TravelAlone_A,TravelAlone_SA,Shelters_SD,Shelters_D,Shelters_A,Shelters_SA,Community_SD,Community_D,Community_A,Community_SA,personal_veh_comfortable,getting_there_fun,like_active_neighborhood,commute_useful_transition,buses_comfortable,prefer_travel_alone,shelter_good_quality,sense_community,numna
646,568512840,No,Yes,Yes,No,NA,62.11180124,8,.,0,0,2,0,0,0,10,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.252606,-79.930642,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,D,D,D,A,N,D,A,N,2
647,568514651,No,No,Yes,Yes,NA,.,45,13,0,0,3,0,0,0,10,0,0,0,2,0,No,No,Man,20,No,Living with Family,Yes,10.70462015,16.7515059,43.23363,-79.924472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,A,N,A,A,N,SA,D,SD,2
648,568515190,No,No,Yes,Yes,NA,.,35,17,0,0,3,0,0,0,20,0,0,0,1,0,No,No,Woman,19,No,Living with Family,Yes,13.85722052,29.59257766,43.244061,-79.864315,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,A,N,A,D,A,N,2
649,568516418,No,No,Yes,Yes,NA,.,30,17,0,0,21.31,0,0,0,10.23,0,0,0,2,0,No,No,Man,21,No,Living with Family,Yes,11.13677057,9.062364011,43.197612,-79.873128,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A,D,N,N,A,D,N,N,2
650,568541014,No,No,Yes,Yes,NA,.,20,13,0,0,15,0,0,0,3,0,0,0,2,0,No,No,Woman,21,No,Living with Family,Yes,16.01012298,38.3241472,43.256972,-79.860502,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,SA,N,A,A,A,N,A,N,2
651,568545665,No,No,Yes,Yes,NA,.,30,25,0,0,24.84,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Woman,18,No,Living with Family,No,11.76164003,18.19162638,43.220979,-79.73365,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SA,N,SA,N,N,D,N,A,2
652,568548906,Yes,Yes,No,Yes,1.457039355,5,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Man,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,A,D,N,SD,SA,A,A,A,3
653,568548964,No,Yes,Yes,No,NA,10,3,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,N,N,N,D,N,N,D,2
654,568552829,No,No,Yes,Yes,NA,.,40,16,0,0,10.19,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Woman,21,No,Living with Family,Yes,1.873848326,0,43.201376,-80.01349,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A,N,N,D,N,A,N,D,2
655,568572704,Yes,Yes,Yes,No,2.91407871,10,2,.,0,0,2.13,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,N,A,A,N,A,N,N,A,3
656,568578296,No,Yes,Yes,No,NA,5,5,.,0,0,1.07,0,0,0,10.23,0,0,0,0,0,No,No,Man,18,No,No,No,10.18232626,19.88144051,43.257621,-79.924838,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,N,A,A,A,A,A,2
657,568579073,No,No,Yes,Yes,NA,.,20,13,0,0,62.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,No,Living with Family,Yes,18.01483421,32.03948227,43.251356,-79.838408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,SD,SA,SA,SD,N,SD,N,2
658,568586048,Yes,Yes,Yes,No,6.211180124,24.8447205,10,.,0,0,5,0,0,0,10,0,0,0,0,0,No,No,Woman,19,No,Living with Family,Yes,14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,A,N,D,SD,D,N,D,A,3
659,568589161,No,No,Yes,Yes,NA,.,1,30,0,0,0,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Man,22,No,Living with Family,Yes,2.730166004,0.680891966,43.216401,-80.007793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,N,N,N,N,SD,D,D,N,2
660,568589318,No,No,Yes,Yes,NA,.,10,5,0,0,21.31,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Man,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A,A,N,N,N,A,N,D,2
661,568591553,No,No,Yes,Yes,NA,.,60,20,0,0,62.11,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Woman,23,No,Living with Family,Yes,4.243506213,5.50430143,43.264896,-79.972528,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N,SD,N,D,D,D,N,D,2
662,568593852,No,No,Yes,Yes,NA,.,120,30,0,0,12.42,0,0,0,10.23,0,0,0,3,0,Yes,Yes,Woman,19,No,Living with Family,Yes,8.966342434,26.57062672,43.190591,-79.800869,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,A,N,A,D,N,N,A,2
663,568603370,No,Yes,No,Yes,NA,15,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Woman,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257648,-79.923876,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,D,A,D,A,N,N,A,2
664,568605404,No,No,Yes,Yes,NA,.,40,19,0,0,2,0,0,0,8,0,0,0,1,0,Yes,No,Man,21,No,Living with Family,Yes,18.7734309,21.74058123,43.212541,-79.855839,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,A,A,A,A,N,A,A,D,2
665,568614514,Yes,Yes,Yes,Yes,5.82815742,20,5,10,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,40,No,Living with Family,No,6.513789412,4.543402359,43.262135,-79.896666,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,A,A,A,A,N,D,D,SA,4
666,568616599,No,No,Yes,Yes,NA,.,50,30,0,0,31.97,0,0,0,10.23,0,0,0,2,0,Yes,No,Man,22,No,Living with Family,Yes,15.63125489,26.912703,43.263552,-79.878335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,2
667,568622769,No,Yes,Yes,Yes,NA,15,5,6,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,A,D,A,D,N,N,A,D,3
668,568623738,No,Yes,No,Yes,NA,1.242236025,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,N,A,D,N,N,N,D,2
669,568637849,No,Yes,Yes,Yes,NA,15,5,3,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257401,-79.932111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,A,N,N,A,N,A,A,A,3
670,568638921,No,Yes,Yes,No,NA,22.36024845,4,.,0,0,1,0,0,0,7,0,0,0,0,0,No,No,Woman,20,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,N,A,D,D,N,A,SD,SD,2
671,568648012,No,Yes,Yes,Yes,NA,6,3,2,0,0,7.2,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260301,-79.910886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,N,N,A,A,N,N,A,3
672,568651751,No,Yes,Yes,No,NA,15,4,.,0,0,18.63,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257586,-79.925898,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A,N,A,N,N,D,D,N,2
673,568652026,No,Yes,Yes,No,NA,15,5,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,N,N,D,N,N,D,A,D,2
674,568658185,No,Yes,Yes,No,NA,10,5,.,0,0,62.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,D,A,N,N,N,D,N,2
675,568658753,Yes,Yes,Yes,Yes,4.371118065,15,8,5,0,0,15.99,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A,N,N,A,A,D,N,N,4
676,568658790,No,Yes,Yes,No,NA,21.31438721,5,.,0,0,1,0,0,0,3,0,0,0,0,0,No,No,Man,19,No,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,A,D,A,A,A,N,D,A,2
677,568658948,Yes,Yes,Yes,No,4.371118065,15,10,.,0,0,53.29,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.252835,-79.929086,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,A,A,N,A,A,A,D,N,3
678,568659383,No,Yes,Yes,No,NA,10,5,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258146,-79.910796,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,A,D,A,A,A,D,N,A,2
679,568659766,No,Yes,Yes,No,NA,20,5,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,D,D,N,A,N,A,N,2
680,568660377,No,Yes,Yes,No,NA,28.77442274,10,.,0,0,6,0,0,0,10,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,A,N,SD,A,A,N,A,D,2
681,568660984,No,Yes,Yes,No,NA,15,2,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257621,-79.924838,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,SA,A,N,N,A,A,A,A,2
682,568661557,No,Yes,Yes,No,NA,5,2,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,No,No,No,3.60991605,5.049635391,43.262139,-79.912129,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A,N,A,D,D,A,D,D,2
683,568664843,No,No,Yes,Yes,NA,.,60,10,0,0,12.42,0,0,0,10.23,0,0,0,2,0,No,No,Woman,21,No,Living with Family,Yes,10.70462015,16.7515059,43.23363,-79.924472,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,A,D,A,D,A,N,D,D,2
684,568670268,No,Yes,Yes,No,NA,15,5,.,0,0,3.2,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,A,N,N,A,A,D,A,D,2
685,568677591,No,Yes,Yes,No,NA,15,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A,D,D,N,D,A,N,D,2
686,568679910,No,No,Yes,Yes,NA,.,25,14,0,0,37.27,0,0,0,10.23,0,0,0,2,0,Yes,Yes,Woman,26,No,Living with Family,No,14.81858426,17.40413146,43.207969,-80.002292,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SA,D,D,A,N,A,N,SA,2
687,568680413,No,Yes,Yes,No,NA,10,2,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,A,D,N,N,D,D,A,2
688,568681701,No,No,Yes,Yes,NA,.,35,40,0,0,12.42,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Woman,21,No,Living with Family,Yes,15.53859873,35.44062806,43.228076,-79.838986,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,A,A,A,D,A,A,N,D,2
689,568682396,Yes,Yes,Yes,No,5.82815742,20,5,.,0,0,4.97,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,A,D,A,A,N,A,A,3
690,568682458,Yes,Yes,Yes,No,12.42236025,42.62877442,20,.,0,0,2,0,0,0,4,0,0,0,0,0,No,No,Man,28,Living in Shared Accommodations,No,No,13.55660792,8.22849688,43.25222,-79.93953,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,A,D,D,N,A,A,A,D,3
691,568682545,No,No,Yes,Yes,NA,.,70,40,0,0,62.11,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Woman,20,No,Living with Family,Yes,14.80460449,26.31658562,43.206157,-79.869376,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,SA,D,D,N,N,D,A,A,2
692,568684244,Yes,Yes,Yes,Yes,9.316770186,31.97158082,15,5,0,0,53.29,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,No,No,No,16.89299041,29.38591834,43.265704,-79.950658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,N,N,N,D,N,N,A,4
693,568685146,Yes,Yes,Yes,Yes,2.91407871,10,2,2,0,0,2.48,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.261956,-79.909065,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,A,A,A,N,A,N,N,4
694,568686615,No,Yes,Yes,Yes,NA,23.44582593,10,7,0,0,7,0,0,0,5,0,0,0,0,0,No,Yes,Man,26,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.252835,-79.929086,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,N,D,A,D,A,N,3
695,568686765,No,Yes,Yes,No,NA,15,3,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,SA,D,N,A,D,D,D,D,2
696,568686964,Yes,Yes,Yes,Yes,6.410973162,22,15,15,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,38,No,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,D,SA,N,A,A,A,4
697,568689183,No,No,Yes,Yes,NA,.,20,10,0,0,5,0,0,0,5,0,0,0,0,0,Yes,No,Woman,20,No,Living with Family,Yes,12.47405752,19.69012189,43.259002,-79.877318,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,D,N,A,A,N,A,N,2
698,568690187,Yes,Yes,Yes,Yes,9.00621118,30.90586146,10,5,0,0,30.91,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,27,No,No,No,13.55660792,8.22849688,43.25222,-79.93953,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,SA,SA,A,A,A,A,A,N,4
699,568690306,No,No,Yes,Yes,NA,.,32,17,0,0,18.63,0,0,0,10.23,0,0,0,1,0,No,Yes,Woman,22,No,Living with Family,Yes,16.63451615,29.06088207,43.231306,-79.901681,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,A,N,A,N,A,D,N,A,2
700,568691644,Yes,Yes,Yes,No,3.105590062,10.65719361,5,.,0,0,1,0,0,0,5,0,0,0,0,0,No,No,Man,23,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.253314,-79.921587,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,N,A,D,D,D,D,A,3
701,568692019,No,Yes,Yes,No,NA,10,5,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260301,-79.910886,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,N,A,N,D,N,A,N,2
702,568692671,Yes,Yes,Yes,Yes,9.00621118,30.90586146,10,10,0,0,1,0,0,0,15,0,0,0,0,0,No,Yes,Man,36,No,No,No,4.643304097,6.352265804,43.250191,-79.941057,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,SA,N,A,A,A,A,N,N,4
703,568692713,No,Yes,Yes,No,NA,43.47826087,15,.,0,0,4,0,0,0,7,0,0,0,0,0,No,No,Woman,20,No,No,No,16.89299041,29.38591834,43.265704,-79.950658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,A,A,N,SA,A,A,A,SA,2
704,568693581,No,No,Yes,Yes,NA,.,40,20,0,0,3,0,0,0,2,0,0,0,2,0,No,No,Man,32,No,Living with Family,Yes,9.738517192,17.92336751,43.221381,-79.851955,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,D,D,D,N,N,N,2
705,568694497,No,No,Yes,Yes,NA,.,10,5,0,0,5,0,0,0,5,0,0,0,0,0,No,No,Woman,32,No,No,No,8.152241742,1.236026701,43.259402,-79.94756,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,A,N,D,A,A,D,A,A,2
706,568696247,Yes,Yes,Yes,No,3.496894452,12,5,.,0,0,15.99,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,N,N,A,D,A,N,3
707,568697878,No,Yes,Yes,No,NA,10,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,N,D,D,D,D,D,N,A,2
708,568698300,No,Yes,Yes,No,NA,15.98579041,12,.,0,0,2,0,0,0,1,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.253314,-79.921587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,SA,N,A,A,SA,N,A,D,2
709,568698591,No,Yes,Yes,No,NA,15,10,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,A,N,N,N,SD,A,SD,SD,2
710,568698852,Yes,No,Yes,Yes,20,.,21,7,0,0,18.14,0,0,0,10.23,0,0,0,0,0,No,No,Woman,25,No,No,No,16.41516917,27.51760174,43.251958,-79.88447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,A,N,N,SA,N,N,A,A,3
711,568699501,No,No,Yes,Yes,NA,.,45,20,0,0,10.66,0,0,0,10.23,0,0,0,2,0,Yes,No,Man,20,No,Living with Family,Yes,14.81858426,17.40413146,43.206669,-79.994993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,A,N,N,N,D,A,D,A,2
712,568699502,Yes,Yes,Yes,Yes,2.91407871,10,5,2,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,23,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A,A,A,A,N,A,D,D,4
713,568700124,No,Yes,Yes,Yes,NA,20,5,5,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,SA,N,A,SA,A,N,SA,D,3
714,568700711,No,No,Yes,Yes,NA,.,12,10,0,0,5,0,0,0,30,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,10.05574231,24.55266414,43.252061,-79.934889,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,A,D,N,D,N,D,N,2
715,568701126,No,Yes,Yes,No,NA,20,5,.,0,0,23.45,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,A,SA,N,D,N,A,SA,N,2
716,568702058,Yes,Yes,Yes,No,5.82815742,20,5,.,0,0,0.62,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N,A,D,SD,N,N,D,D,3
717,568702571,Yes,Yes,Yes,No,7.285196774,25,5,.,0,0,7.45,0,0,0,10.23,0,0,0,0,0,No,No,Woman,23,Living in Shared Accommodations,No,No,14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,N,D,N,A,N,A,A,3
