Country,Date,Yield
GBR,2014-07,2.7343
GBR,2014-08,2.5347
GBR,2014-09,2.4919
GBR,2014-10,2.2469
GBR,2014-11,2.1593
GBR,2014-12,1.9287
GBR,2015-01,1.589
GBR,2015-02,1.7365
GBR,2015-03,1.7941
GBR,2015-04,1.755
GBR,2015-05,2.0243
GBR,2015-06,2.1696
GBR,2015-07,2.1353
GBR,2015-08,1.9799
GBR,2015-09,1.8814
GBR,2015-10,1.846
GBR,2015-11,1.9779
GBR,2015-12,1.9234
GBR,2016-01,1.7833
GBR,2016-02,1.5032
GBR,2016-03,1.5434
GBR,2016-04,1.5688
GBR,2016-05,1.5366
GBR,2016-06,1.3105
GBR,2016-07,0.9569
GBR,2016-08,0.7421
GBR,2016-09,0.8243
GBR,2016-10,1.078
GBR,2016-11,1.3818
GBR,2016-12,1.4336
GBR,2017-01,1.4203
GBR,2017-02,1.3058
GBR,2017-03,1.194
GBR,2017-04,1.0789
GBR,2017-05,1.1175
GBR,2017-06,1.0846
GBR,2017-07,1.2713
GBR,2017-08,1.1241
GBR,2017-09,1.2436
GBR,2017-10,1.3816
GBR,2017-11,1.3299
GBR,2017-12,1.2781
GBR,2018-01,1.3931
GBR,2018-02,1.6034
GBR,2018-03,1.508
GBR,2018-04,1.5108
GBR,2018-05,1.5016
GBR,2018-06,1.4229
GBR,2018-07,1.3739
GBR,2018-08,1.3991
GBR,2018-09,1.5023
GBR,2018-10,1.5462
GBR,2018-11,1.4541
GBR,2018-12,1.3125
GBR,2019-01,1.3221
GBR,2019-02,1.239
GBR,2019-03,1.19
GBR,2019-04,1.1906
GBR,2019-05,1.13
GBR,2019-06,0.919
GBR,2019-07,0.8304
GBR,2019-08,0.5776
GBR,2019-09,0.5981
GBR,2019-10,0.6373
GBR,2019-11,0.765
GBR,2019-12,0.8308
GBR,2020-01,0.7235
GBR,2020-02,0.633
GBR,2020-03,0.4609
GBR,2020-04,0.3577
GBR,2020-05,0.2743
GBR,2020-06,0.278
GBR,2020-07,0.2094
GBR,2020-08,0.2717
GBR,2020-09,0.273
GBR,2020-10,0.3058
GBR,2020-11,0.3836
GBR,2020-12,0.3224
GBR,2021-01,0.3672
GBR,2021-02,0.6222
GBR,2021-03,0.8456
GBR,2021-04,0.8515
GBR,2021-05,0.9058
GBR,2021-06,0.8549
GBR,2021-07,0.6979
GBR,2021-08,0.644
GBR,2021-09,0.8023
GBR,2021-10,1.083
GBR,2021-11,0.9394
GBR,2021-12,0.8375
AUT,2007-01,4.06
AUT,2007-02,4.0923
AUT,2007-03,3.9878
AUT,2007-04,4.2061
AUT,2007-05,4.33
AUT,2007-06,4.6259
AUT,2007-07,4.5856
AUT,2007-08,4.3819
AUT,2007-09,4.3308
AUT,2007-10,4.4006
AUT,2007-11,4.2138
AUT,2007-12,4.3502
AUT,2008-01,4.2169
AUT,2008-02,4.1809
AUT,2008-03,4.1443
AUT,2008-04,4.3432
AUT,2008-05,4.48
AUT,2008-06,4.7959
AUT,2008-07,4.7804
AUT,2008-08,4.4821
AUT,2008-09,4.4574
AUT,2008-10,4.3338
AUT,2008-11,4.1919
AUT,2008-12,3.8955
AUT,2009-01,3.9981
AUT,2009-02,4.2059
AUT,2009-03,4.1649
AUT,2009-04,4.0446
AUT,2009-05,4.1025
AUT,2009-06,4.321
AUT,2009-07,4.0417
AUT,2009-08,3.7618
AUT,2009-09,3.7486
AUT,2009-10,3.6545
AUT,2009-11,3.6001
AUT,2009-12,3.6079
AUT,2010-01,3.7512
AUT,2010-02,3.6626
AUT,2010-03,3.5344
AUT,2010-04,3.4552
AUT,2010-05,3.2082
AUT,2010-06,3.1974
AUT,2010-07,3.065
AUT,2010-08,2.7731
AUT,2010-09,2.8028
AUT,2010-10,2.8199
AUT,2010-11,3.0149
AUT,2010-12,3.4319
AUT,2011-01,3.5407
AUT,2011-02,3.6764
AUT,2011-03,3.682
AUT,2011-04,3.7639
AUT,2011-05,3.528
AUT,2011-06,3.4338
AUT,2011-07,3.3464
AUT,2011-08,2.8435
AUT,2011-09,2.6431
AUT,2011-10,2.9232
AUT,2011-11,3.3598
AUT,2011-12,3.0951
AUT,2012-01,3.2696
AUT,2012-02,2.9966
AUT,2012-03,2.873
AUT,2012-04,2.8257
AUT,2012-05,2.4937
AUT,2012-06,2.2866
AUT,2012-07,2.0678
AUT,2012-08,1.969
AUT,2012-09,2.0402
AUT,2012-10,2.0154
AUT,2012-11,1.8493
AUT,2012-12,1.7672
AUT,2013-01,1.923
AUT,2013-02,1.9644
AUT,2013-03,1.7467
AUT,2013-04,1.6447
AUT,2013-05,1.7513
AUT,2013-06,2.0361
AUT,2013-07,2.0643
AUT,2013-08,2.2152
AUT,2013-09,2.3432
AUT,2013-10,2.1903
AUT,2013-11,2.0781
AUT,2013-12,2.1718
AUT,2014-01,2.1311
AUT,2014-02,1.952
AUT,2014-03,1.8675
AUT,2014-04,1.7683
AUT,2014-05,1.6199
AUT,2014-06,1.6506
AUT,2014-07,1.4656
AUT,2014-08,1.2798
AUT,2014-09,1.221
AUT,2014-10,1.1022
AUT,2014-11,0.9762
AUT,2014-12,0.8133
AUT,2015-01,0.5434
AUT,2015-02,0.4403
AUT,2015-03,0.3736
AUT,2015-04,0.2911
AUT,2015-05,0.7255
AUT,2015-06,1.0638
AUT,2015-07,1.0841
AUT,2015-08,0.9598
AUT,2015-09,0.9706
AUT,2015-10,0.8297
AUT,2015-11,0.8194
AUT,2015-12,0.8632
AUT,2016-01,0.7672
AUT,2016-02,0.526
AUT,2016-03,0.4572
AUT,2016-04,0.3796
AUT,2016-05,0.3666
AUT,2016-06,0.3277
AUT,2016-07,0.1583
AUT,2016-08,0.1068
AUT,2016-09,0.1484
AUT,2016-10,0.2407
AUT,2016-11,0.4916
AUT,2016-12,0.5345
AUT,2017-01,0.5705
AUT,2017-02,0.5899
AUT,2017-03,0.5924
AUT,2017-04,0.4903
AUT,2017-05,0.6517
AUT,2017-06,0.5547
AUT,2017-07,0.7292
AUT,2017-08,0.6062
AUT,2017-09,0.5911
AUT,2017-10,0.6062
AUT,2017-11,0.5145
AUT,2017-12,0.5027
AUT,2018-01,0.6692
AUT,2018-02,0.8357
AUT,2018-03,0.8134
AUT,2018-04,0.7625
AUT,2018-05,0.7606
AUT,2018-06,0.7064
AUT,2018-07,0.596
AUT,2018-08,0.5973
AUT,2018-09,0.6654
AUT,2018-10,0.6875
AUT,2018-11,0.6201
AUT,2018-12,0.5198
AUT,2019-01,0.452
AUT,2019-02,0.4513
AUT,2019-03,0.3766
AUT,2019-04,0.3143
AUT,2019-05,0.2381
AUT,2019-06,0.0301
AUT,2019-07,-0.1037
AUT,2019-08,-0.3737
AUT,2019-09,-0.3024
AUT,2019-10,-0.1974
AUT,2019-11,-0.0861
AUT,2019-12,-0.0439
AUT,2020-01,-0.0868
AUT,2020-02,-0.2574
AUT,2020-03,-0.0938
AUT,2020-04,0.0458
AUT,2020-05,-0.0974
AUT,2020-06,-0.1309
AUT,2020-07,-0.2485
AUT,2020-08,-0.28
AUT,2020-09,-0.3174
AUT,2020-10,-0.398
AUT,2020-11,-0.4114
AUT,2020-12,-0.4224
AUT,2021-01,-0.3995
AUT,2021-02,-0.1969
AUT,2021-03,-0.0887
AUT,2021-04,-0.0409
AUT,2021-05,0.0803
AUT,2021-06,0.0229
AUT,2021-07,-0.1302
AUT,2021-08,-0.225
AUT,2021-09,-0.076
AUT,2021-10,0.0837
AUT,2021-11,-0.0088
AUT,2021-12,-0.0455
GRC,2007-01,4.28
GRC,2007-02,4.3
GRC,2007-03,4.2
GRC,2007-04,4.4
GRC,2007-05,4.51
GRC,2007-06,4.8
GRC,2007-07,4.79
GRC,2007-08,4.62
GRC,2007-09,4.56
GRC,2007-10,4.58
GRC,2007-11,4.43
GRC,2007-12,4.53
GRC,2008-01,4.4
GRC,2008-02,4.36
GRC,2008-03,4.42
GRC,2008-04,4.54
GRC,2008-05,4.74
GRC,2008-06,5.17
GRC,2008-07,5.15
GRC,2008-08,4.87
GRC,2008-09,4.88
GRC,2008-10,4.93
GRC,2008-11,5.09
GRC,2008-12,5.08
GRC,2009-01,5.6
GRC,2009-02,5.7
GRC,2009-03,5.87
GRC,2009-04,5.5
GRC,2009-05,5.22
GRC,2009-06,5.33
GRC,2009-07,4.89
GRC,2009-08,4.52
GRC,2009-09,4.56
GRC,2009-10,4.57
GRC,2009-11,4.84
GRC,2009-12,5.49
GRC,2010-01,6.02
GRC,2010-02,6.46
GRC,2010-03,6.24
GRC,2010-04,7.83
GRC,2010-05,7.97
GRC,2010-06,9.1
GRC,2010-07,10.34
GRC,2010-08,10.7
GRC,2010-09,11.34
GRC,2010-10,9.57
GRC,2010-11,11.52
GRC,2010-12,12.01
GRC,2011-01,11.73
GRC,2011-02,11.4
GRC,2011-03,12.44
GRC,2011-04,13.86
GRC,2011-05,15.94
GRC,2011-06,16.69
GRC,2011-07,16.15
GRC,2011-08,15.9
GRC,2011-09,17.78
GRC,2011-10,18.04
GRC,2011-11,17.92
GRC,2011-12,21.14
GRC,2012-01,25.91
GRC,2012-02,29.24
GRC,2012-03,19.06
GRC,2012-04,21.48
GRC,2012-05,26.9
GRC,2012-06,27.82
GRC,2012-07,25.82
GRC,2012-08,24.34
GRC,2012-09,20.91
GRC,2012-10,17.96
GRC,2012-11,17.2
GRC,2012-12,13.33
GRC,2013-01,11.1
GRC,2013-02,10.95
GRC,2013-03,11.38
GRC,2013-04,11.58
GRC,2013-05,9.07
GRC,2013-06,10.07
GRC,2013-07,10.53
GRC,2013-08,10.01
GRC,2013-09,10.15
GRC,2013-10,8.74
GRC,2013-11,8.41
GRC,2013-12,8.66
GRC,2014-01,8.18
GRC,2014-02,7.7
GRC,2014-03,6.9
GRC,2014-04,6.2
GRC,2014-05,6.38
GRC,2014-06,5.93
GRC,2014-07,6.1
GRC,2014-08,6.09
GRC,2014-09,5.89
GRC,2014-10,7.26
GRC,2014-11,8.1
GRC,2014-12,8.42
GRC,2015-01,9.48
GRC,2015-02,9.72
GRC,2015-03,10.52
GRC,2015-04,12
GRC,2015-05,10.95
GRC,2015-06,11.43
GRC,2015-08,10.26
GRC,2015-09,8.54
GRC,2015-10,7.81
GRC,2015-11,7.41
GRC,2015-12,8.21
GRC,2016-01,9.08
GRC,2016-02,10.41
GRC,2016-03,9.12
GRC,2016-04,9.03
GRC,2016-05,7.64
GRC,2016-06,7.92
GRC,2016-07,7.99
GRC,2016-08,8.19
GRC,2016-09,8.34
GRC,2016-10,8.33
GRC,2016-11,7.33
GRC,2016-12,6.94
GRC,2017-01,7.04
GRC,2017-02,7.52
GRC,2017-03,7.17
GRC,2017-04,6.7
GRC,2017-05,5.86
GRC,2017-06,5.76
GRC,2017-07,5.33
GRC,2017-08,5.55
GRC,2017-09,5.56
GRC,2017-10,5.59
GRC,2017-11,5.22
GRC,2017-12,4.44
GRC,2018-01,3.79
GRC,2018-02,4.14
GRC,2018-03,4.27
GRC,2018-04,4.04
GRC,2018-05,4.29
GRC,2018-06,4.39
GRC,2018-07,3.88
GRC,2018-08,4.18
GRC,2018-09,4.17
GRC,2018-10,4.37
GRC,2018-11,4.42
GRC,2018-12,4.28
GRC,2019-01,4.21
GRC,2019-02,3.84
GRC,2019-03,3.76
GRC,2019-04,3.42
GRC,2019-05,3.37
GRC,2019-06,2.67
GRC,2019-07,2.16
GRC,2019-08,1.98
GRC,2019-09,1.5
GRC,2019-10,1.34
GRC,2019-11,1.36
GRC,2019-12,1.42
GRC,2020-01,1.34
GRC,2020-02,1.07
GRC,2020-03,1.97
GRC,2020-04,2.05
GRC,2020-05,1.93
GRC,2020-06,1.32
GRC,2020-07,1.14
GRC,2020-08,1.08
GRC,2020-09,1.08
GRC,2020-10,0.9
GRC,2020-11,0.75
GRC,2020-12,0.63
GRC,2021-01,0.65
GRC,2021-02,0.81
GRC,2021-03,0.91
GRC,2021-04,0.88
GRC,2021-05,0.99
GRC,2021-06,0.81
GRC,2021-07,0.7
GRC,2021-08,0.59
GRC,2021-09,0.8
GRC,2021-10,0.96
GRC,2021-11,1.22
GRC,2021-12,1.29
SVK,2007-01,4.252347
SVK,2007-02,4.281955
SVK,2007-03,4.237794
SVK,2007-04,4.261727
SVK,2007-05,4.402599
SVK,2007-06,4.660835
SVK,2007-07,4.700389
SVK,2007-08,4.647852
SVK,2007-09,4.609178
SVK,2007-10,4.637953
SVK,2007-11,4.588155
SVK,2007-12,4.607927
SVK,2008-01,4.479676
SVK,2008-02,4.359413
SVK,2008-03,4.338665
SVK,2008-04,4.459383
SVK,2008-05,4.52002
SVK,2008-06,4.942757
SVK,2008-07,5.06172
SVK,2008-08,4.95151
SVK,2008-09,4.982295
SVK,2008-10,4.950078
SVK,2008-11,4.915884
SVK,2008-12,4.716791
SVK,2009-01,4.694027
SVK,2009-02,4.757643
SVK,2009-03,4.710856
SVK,2009-04,4.926751
SVK,2009-05,5.028835
SVK,2009-06,5.08415
SVK,2009-07,5.040611
SVK,2009-08,4.901146
SVK,2009-09,4.654813
SVK,2009-10,4.325782
SVK,2009-11,4.229486
SVK,2009-12,4.124047
SVK,2010-01,4.112211
SVK,2010-02,4.077094
SVK,2010-03,4.005257
SVK,2010-04,3.925024
SVK,2010-05,3.824335
SVK,2010-06,3.733162
SVK,2010-07,3.927873
SVK,2010-08,3.73168
SVK,2010-09,3.588186
SVK,2010-10,3.667653
SVK,2010-11,3.804513
SVK,2010-12,4.062771
SVK,2011-01,4.163544
SVK,2011-02,4.241243
SVK,2011-03,4.323441
SVK,2011-04,4.326715
SVK,2011-05,4.328861
SVK,2011-06,4.392142
SVK,2011-07,4.548553
SVK,2011-08,4.545555
SVK,2011-09,4.252938
SVK,2011-10,4.330973
SVK,2011-11,4.714592
SVK,2011-12,5.20991
SVK,2012-01,5.221183
SVK,2012-02,4.977978
SVK,2012-03,4.912925
SVK,2012-04,4.805709
SVK,2012-05,4.804014
SVK,2012-06,4.801567
SVK,2012-07,4.413678
SVK,2012-08,4.237517
SVK,2012-09,4.201931
SVK,2012-10,4.196723
SVK,2012-11,4.141253
SVK,2012-12,3.924293
SVK,2013-01,3.931181
SVK,2013-02,3.954772
SVK,2013-03,3.945588
SVK,2013-04,3.007477
SVK,2013-05,2.521806
SVK,2013-06,2.448725
SVK,2013-07,3.145265
SVK,2013-08,3.146322
SVK,2013-09,3.147455
SVK,2013-10,3.148651
SVK,2013-11,3.15009
SVK,2013-12,2.68919
SVK,2014-01,2.534661
SVK,2014-02,2.479647
SVK,2014-03,2.470736
SVK,2014-04,2.465987
SVK,2014-05,2.730201
SVK,2014-06,2.726163
SVK,2014-07,2.065693
SVK,2014-08,1.809344
SVK,2014-09,1.573088
SVK,2014-10,1.392381
SVK,2014-11,1.382516
SVK,2014-12,1.23
SVK,2015-01,1.1
SVK,2015-02,0.66
SVK,2015-03,0.52
SVK,2015-04,0.96
SVK,2015-05,0.92
SVK,2015-06,1.15
SVK,2015-07,1.25
SVK,2015-08,0.99
SVK,2015-09,0.894
SVK,2015-10,0.752
SVK,2015-11,0.707
SVK,2015-12,0.72
SVK,2016-01,0.713
SVK,2016-02,0.55669
SVK,2016-03,0.434271
SVK,2016-04,0.381857
SVK,2016-05,0.414336
SVK,2016-06,0.772545
SVK,2016-07,0.487085
SVK,2016-08,0.300682
SVK,2016-09,0.3188
SVK,2016-10,0.422162
SVK,2016-11,0.7229
SVK,2016-12,1.008583
SVK,2017-01,1.027979
SVK,2017-02,1.091955
SVK,2017-03,1.086437
SVK,2017-04,1.058
SVK,2017-05,1.034762
SVK,2017-06,0.860195
SVK,2017-07,0.92725
SVK,2017-08,0.827727
SVK,2017-09,0.816
SVK,2017-10,0.828773
SVK,2017-11,0.759413
SVK,2017-12,0.665837
SVK,2018-01,0.689
SVK,2018-02,0.76515
SVK,2018-03,0.80281
SVK,2018-04,0.7495
SVK,2018-05,0.75219
SVK,2018-06,1.013524
SVK,2018-07,0.943429
SVK,2018-08,0.923864
SVK,2018-09,0.977
SVK,2018-10,1.066348
SVK,2018-11,1.005095
SVK,2018-12,0.938222
SVK,2019-01,0.877455
SVK,2019-02,0.78095
SVK,2019-03,0.675429
SVK,2019-04,0.5668
SVK,2019-05,0.448762
SVK,2019-06,0.2492
SVK,2019-07,0.018045
SVK,2019-08,-0.34119
SVK,2019-09,-0.3364
SVK,2019-10,-0.196435
SVK,2019-11,0.08785
SVK,2019-12,0.125263
SVK,2020-01,0.133286
SVK,2020-02,-0.0018
SVK,2020-03,0.035273
SVK,2020-04,0.69165
SVK,2020-05,0.559684
SVK,2020-06,0.040227
SVK,2020-07,-0.159
SVK,2020-08,-0.224
SVK,2020-09,-0.2692
SVK,2020-10,-0.347409
SVK,2020-11,-0.39345
SVK,2020-12,-0.524714
SVK,2021-01,-0.434316
SVK,2021-02,-0.18255
SVK,2021-03,-0.054826
SVK,2021-04,-0.0554
SVK,2021-05,0.068333
SVK,2021-06,0.025591
SVK,2021-07,-0.13819
SVK,2021-08,-0.249045
SVK,2021-09,-0.07575
SVK,2021-10,0.134095
SVK,2021-11,0.0186
SVK,2021-12,-0.019364
JPN,2007-01,1.705
JPN,2007-02,1.64
JPN,2007-03,1.629
JPN,2007-04,1.653
JPN,2007-05,1.733
JPN,2007-06,1.903
JPN,2007-07,1.809
JPN,2007-08,1.577
JPN,2007-09,1.698
JPN,2007-10,1.616
JPN,2007-11,1.497
JPN,2007-12,1.526
JPN,2008-01,1.429
JPN,2008-02,1.429
JPN,2008-03,1.245
JPN,2008-04,1.6
JPN,2008-05,1.778
JPN,2008-06,1.601
JPN,2008-07,1.537
JPN,2008-08,1.431
JPN,2008-09,1.481
JPN,2008-10,1.486
JPN,2008-11,1.377
JPN,2008-12,1.214
JPN,2009-01,1.272
JPN,2009-02,1.277
JPN,2009-03,1.323
JPN,2009-04,1.402
JPN,2009-05,1.481
JPN,2009-06,1.363
JPN,2009-07,1.386
JPN,2009-08,1.314
JPN,2009-09,1.258
JPN,2009-10,1.404
JPN,2009-11,1.253
JPN,2009-12,1.272
JPN,2010-01,1.308
JPN,2010-02,1.295
JPN,2010-03,1.361
JPN,2010-04,1.286
JPN,2010-05,1.257
JPN,2010-06,1.08
JPN,2010-07,1.075
JPN,2010-08,1.023
JPN,2010-09,0.898
JPN,2010-10,0.903
JPN,2010-11,1.161
JPN,2010-12,1.133
JPN,2011-01,1.213
JPN,2011-02,1.241
JPN,2011-03,1.214
JPN,2011-04,1.215
JPN,2011-05,1.118
JPN,2011-06,1.084
JPN,2011-07,1.075
JPN,2011-08,1.023
JPN,2011-09,0.975
JPN,2011-10,1.038
JPN,2011-11,1.062
JPN,2011-12,0.971
JPN,2012-01,0.959
JPN,2012-02,0.962
JPN,2012-03,0.966
JPN,2012-04,0.914
JPN,2012-05,0.846
JPN,2012-06,0.789
JPN,2012-07,0.78
JPN,2012-08,0.8
JPN,2012-09,0.757
JPN,2012-10,0.76
JPN,2012-11,0.713
JPN,2012-12,0.781
JPN,2013-01,0.775
JPN,2013-02,0.669
JPN,2013-03,0.492
JPN,2013-04,0.589
JPN,2013-05,0.879
JPN,2013-06,0.822
JPN,2013-07,0.79
JPN,2013-08,0.708
JPN,2013-09,0.669
JPN,2013-10,0.59
JPN,2013-11,0.605
JPN,2013-12,0.688
JPN,2014-01,0.614
JPN,2014-02,0.586
JPN,2014-03,0.605
JPN,2014-04,0.61
JPN,2014-05,0.566
JPN,2014-06,0.536
JPN,2014-07,0.527
JPN,2014-08,0.488
JPN,2014-09,0.497
JPN,2014-10,0.465
JPN,2014-11,0.42
JPN,2014-12,0.33
JPN,2015-01,0.275
JPN,2015-02,0.33
JPN,2015-03,0.4
JPN,2015-04,0.34
JPN,2015-05,0.39
JPN,2015-06,0.455
JPN,2015-07,0.41
JPN,2015-08,0.38
JPN,2015-09,0.35
JPN,2015-10,0.3
JPN,2015-11,0.3
JPN,2015-12,0.27
JPN,2016-01,0.095
JPN,2016-02,-0.065
JPN,2016-03,-0.05
JPN,2016-04,-0.085
JPN,2016-05,-0.12
JPN,2016-06,-0.23
JPN,2016-07,-0.195
JPN,2016-08,-0.07
JPN,2016-09,-0.085
JPN,2016-10,-0.05
JPN,2016-11,0.02
JPN,2016-12,0.04
JPN,2017-01,0.085
JPN,2017-02,0.05
JPN,2017-03,0.065
JPN,2017-04,0.015
JPN,2017-05,0.04
JPN,2017-06,0.075
JPN,2017-07,0.075
JPN,2017-08,0.01
JPN,2017-09,0.06
JPN,2017-10,0.065
JPN,2017-11,0.035
JPN,2017-12,0.045
JPN,2018-01,0.08
JPN,2018-02,0.045
JPN,2018-03,0.045
JPN,2018-04,0.05
JPN,2018-05,0.03
JPN,2018-06,0.03
JPN,2018-07,0.06
JPN,2018-08,0.11
JPN,2018-09,0.125
JPN,2018-10,0.13
JPN,2018-11,0.085
JPN,2018-12,-0.01
JPN,2019-01,0
JPN,2019-02,-0.015
JPN,2019-03,-0.095
JPN,2019-04,-0.045
JPN,2019-05,-0.095
JPN,2019-06,-0.165
JPN,2019-07,-0.16
JPN,2019-08,-0.28
JPN,2019-09,-0.215
JPN,2019-10,-0.15
JPN,2019-11,-0.08
JPN,2019-12,-0.025
JPN,2020-01,-0.065
JPN,2020-02,-0.155
JPN,2020-03,0.005
JPN,2020-04,-0.04
JPN,2020-05,0
JPN,2020-06,0.03
JPN,2020-07,0.01
JPN,2020-08,0.045
JPN,2020-09,0.015
JPN,2020-10,0.04
JPN,2020-11,0.03
JPN,2020-12,0.02
JPN,2021-01,0.055
JPN,2021-02,0.15
JPN,2021-03,0.12
JPN,2021-04,0.09
JPN,2021-05,0.08
JPN,2021-06,0.05
JPN,2021-07,0.015
JPN,2021-08,0.02
JPN,2021-09,0.065
JPN,2021-10,0.095
JPN,2021-11,0.05
JPN,2021-12,0.07
LVA,2007-01,4.92
LVA,2007-02,5.07
LVA,2007-03,5.14
LVA,2007-04,5.52
LVA,2007-05,6.03
LVA,2007-06,5.62
LVA,2007-07,5.28
LVA,2007-08,5.32
LVA,2007-09,5.21
LVA,2007-10,5.06
LVA,2007-11,5.12
LVA,2007-12,5.1
LVA,2008-01,5.71
LVA,2008-02,5.11
LVA,2008-03,5.25
LVA,2008-04,5.93
LVA,2008-05,5.93
LVA,2008-06,6.25
LVA,2008-07,6.57
LVA,2008-08,6.6
LVA,2008-09,6.6
LVA,2008-10,6.6
LVA,2008-11,7.6
LVA,2008-12,9.03
LVA,2009-01,10.64
LVA,2009-02,11.5
LVA,2009-03,11.32
LVA,2009-04,11.15
LVA,2009-05,11.09
LVA,2009-06,12.75
LVA,2009-07,12.75
LVA,2009-08,12.81
LVA,2009-09,13.27
LVA,2009-10,13.51
LVA,2009-11,13.75
LVA,2009-12,13.75
LVA,2010-01,13.76
LVA,2010-02,13.62
LVA,2010-03,10.54
LVA,2010-04,10.13
LVA,2010-05,10.13
LVA,2010-06,10.12
LVA,2010-07,10
LVA,2010-08,10
LVA,2010-09,9.97
LVA,2010-10,9.24
LVA,2010-11,8.99
LVA,2010-12,7.55
LVA,2011-01,5.38
LVA,2011-02,6.17
LVA,2011-03,6.49
LVA,2011-04,6.47
LVA,2011-05,6.36
LVA,2011-06,5.87
LVA,2011-07,5.67
LVA,2011-08,5.6
LVA,2011-09,5.6
LVA,2011-10,5.62
LVA,2011-11,5.73
LVA,2011-12,5.93
LVA,2012-01,5.74
LVA,2012-02,5.45
LVA,2012-03,5.15
LVA,2012-04,5.1
LVA,2012-05,5.15
LVA,2012-06,5.07
LVA,2012-07,4.67
LVA,2012-08,4.45
LVA,2012-09,3.92
LVA,2012-10,3.52
LVA,2012-11,3.32
LVA,2012-12,3.24
LVA,2013-01,3.21
LVA,2013-02,3.22
LVA,2013-03,3.17
LVA,2013-04,3.15
LVA,2013-05,3.1
LVA,2013-06,3.17
LVA,2013-07,3.25
LVA,2013-08,3.25
LVA,2013-09,3.45
LVA,2013-10,3.78
LVA,2013-11,3.71
LVA,2013-12,3.62
LVA,2014-01,3.48
LVA,2014-02,3.07
LVA,2014-03,2.87
LVA,2014-04,2.8
LVA,2014-05,2.74
LVA,2014-06,2.53
LVA,2014-07,2.4
LVA,2014-08,2.35
LVA,2014-09,2.28
LVA,2014-10,2.18
LVA,2014-11,1.77
LVA,2014-12,1.63
LVA,2015-01,1.1
LVA,2015-02,0.78
LVA,2015-03,0.56
LVA,2015-04,0.42
LVA,2015-05,0.84
LVA,2015-06,1.28
LVA,2015-07,1.25
LVA,2015-08,0.96
LVA,2015-09,1.03
LVA,2015-10,1.07
LVA,2015-11,1.19
LVA,2015-12,1.08
LVA,2016-01,1.05
LVA,2016-02,0.88
LVA,2016-03,0.71
LVA,2016-04,0.61
LVA,2016-05,0.51
LVA,2016-06,0.48
LVA,2016-07,0.3
LVA,2016-08,0.12
LVA,2016-09,0.1
LVA,2016-10,0.19
LVA,2016-11,0.56
LVA,2016-12,0.9
LVA,2017-01,0.89
LVA,2017-02,0.99
LVA,2017-03,0.94
LVA,2017-04,0.92
LVA,2017-05,0.88
LVA,2017-06,0.85
LVA,2017-07,0.98
LVA,2017-08,0.85
LVA,2017-09,0.72
LVA,2017-10,0.71
LVA,2017-11,0.69
LVA,2017-12,0.59
LVA,2018-01,0.6
LVA,2018-02,0.75
LVA,2018-03,0.83
LVA,2018-04,0.8
LVA,2018-05,0.86
LVA,2018-06,0.93
LVA,2018-07,1.06
LVA,2018-08,0.95
LVA,2018-09,0.94
LVA,2018-10,1.01
LVA,2018-11,1.05
LVA,2018-12,1.05
LVA,2019-01,0.95
LVA,2019-02,0.81
LVA,2019-03,0.7
LVA,2019-04,0.58
LVA,2019-05,0.51
LVA,2019-06,0.33
LVA,2019-07,0.15
LVA,2019-08,-0.07
LVA,2019-09,-0.11
LVA,2019-10,0
LVA,2019-11,0.1
LVA,2019-12,0.16
LVA,2020-01,0.11
LVA,2020-02,-0.04
LVA,2020-03,-0.06
LVA,2020-04,0.3
LVA,2020-05,0.26
LVA,2020-06,0.01
LVA,2020-07,-0.17
LVA,2020-08,-0.19
LVA,2020-09,-0.2
LVA,2020-10,-0.23
LVA,2020-11,-0.25
LVA,2020-12,-0.29
LVA,2021-01,-0.29
LVA,2021-02,-0.25
LVA,2021-03,-0.2
LVA,2021-04,-0.21
LVA,2021-05,-0.06
LVA,2021-06,0.14
LVA,2021-07,0.09
LVA,2021-08,0
LVA,2021-09,0.02
LVA,2021-10,0.17
LVA,2021-11,0.26
LVA,2021-12,0.3
EA19,2007-01,4.1028
EA19,2007-02,4.1175
EA19,2007-03,4.0227
EA19,2007-04,4.2459
EA19,2007-05,4.3731
EA19,2007-06,4.6608
EA19,2007-07,4.6284
EA19,2007-08,4.4263
EA19,2007-09,4.3694
EA19,2007-10,4.4002
EA19,2007-11,4.2515
EA19,2007-12,4.3818
EA19,2008-01,4.2317
EA19,2008-02,4.1394
EA19,2008-03,4.0705
EA19,2008-04,4.2827
EA19,2008-05,4.4233
EA19,2008-06,4.8093
EA19,2008-07,4.8145
EA19,2008-08,4.496
EA19,2008-09,4.5043
EA19,2008-10,4.4158
EA19,2008-11,4.1964
EA19,2008-12,3.8881
EA19,2009-01,4.1037
EA19,2009-02,4.1962
EA19,2009-03,4.142
EA19,2009-04,4.0879
EA19,2009-05,4.134
EA19,2009-06,4.3237
EA19,2009-07,4.0889
EA19,2009-08,3.89
EA19,2009-09,3.8669
EA19,2009-10,3.8036
EA19,2009-11,3.8368
EA19,2009-12,3.8718
EA19,2010-01,4.1012
EA19,2010-02,4.1068
EA19,2010-03,3.9852
EA19,2010-04,4.1533
EA19,2010-05,3.6821
EA19,2010-06,3.6894
EA19,2010-07,3.6136
EA19,2010-08,3.437
EA19,2010-09,3.4933
EA19,2010-10,3.3306
EA19,2010-11,3.7209
EA19,2010-12,4.0696
